BI00B32CJ    TTQ209H        202209091801W004091              IVSSH 0.75F SB           CCN000002600000002600FN00000000020220901000002600NNE   20220822085940    1W    00000130000000882000000000032CJ    QNYHVQN 000000000000UO428001
BI00B32P8    TAPAW-2111     20221005180D0204090              AVSSH 0.75F L            CCN000002000000002000FN00000000020221101000002000NNM   20220822103216    1W    00000100000000934000000000032P8    YIYTM   000000000000YT329012
BI00B32P8    TAPAW-2112     20221012180D0204090              AVSSH 0.75F L            CCN000001000000001000FN00000000020221101000001000NNM   20220822103216    1W    00000100000000934000000000032P8    YIYTM   000000000000YT429038
BI00B32P8    TAPAW-2114     20221026180D0204090              AVSSH 0.75F L            CCN000001000000001000FN00000000020221101000001000NNM   20220822103216    1W    00000100000000934000000000032P8    YIYTM   000000000000YT22A081
BI00B32P8    TAPAW-2111     20221005180D0204050              AVSSH 0.75F R            CCN000001000000001000FN00000000020221101000001000NNM   20220822103216    1W    00000100000000934000000000032P8    YIYTM   000000000000YT329013
BI00B32P8    TAPAW-2112     20221012180D0204050              AVSSH 0.75F R            CCN000001000000001000FN00000000020221101000001000NNM   20220822103216    1W    00000100000000934000000000032P8    YIYTM   000000000000YT429039
BI00B32P8    TAPAW-2114     20221026180D0204050              AVSSH 0.75F R            CCN000001000000001000FN00000000020221101000001000NNM   20220822103216    1W    00000100000000934000000000032P8    YIYTM   000000000000YT22A083
BI00B32P8    TAPAW-2112     20221012180D0204054              AVSSH 0.75F R/W          CCN000004000000004000FN00000000020221101000004000NNM   20220822103216    1W    00000100000000934000000000032P8    YIYTM   000000000000YT429040
BI00B32P8    TAPAW-2113     20221019180D0204054              AVSSH 0.75F R/W          CCN000004000000004000FN00000000020221101000004000NNM   20220822103216    1W    00000100000000934000000000032P8    YIYTM   000000000000YT12A059
BI00B32P8    TAPAW-2114     20221026180D0204054              AVSSH 0.75F R/W          CCN000003000000003000FN00000000020221101000003000NNM   20220822103216    1W    00000100000000934000000000032P8    YIYTM   000000000000YT22A084
BI00B32P8    TAPAW-2111     20221005180D0204040              AVSSH 0.75F W            CCN000001000000001000FN00000000020221101000001000NNM   20220822103216    1W    00000100000000934000000000032P8    YIYTM   000000000000YT329014
BI00B32P8    TAPAW-2113     20221019180D0204040              AVSSH 0.75F W            CCN000001000000001000FN00000000020221101000001000NNM   20220822103216    1W    00000100000000934000000000032P8    YIYTM   000000000000YT12A061
BI00B32P8    TAPAW-2111     20221005180D0204049              AVSSH 0.75F W/L          CCN000001000000001000FN00000000020221101000001000NNM   20220822103216    1W    00000100000000934000000000032P8    YIYTM   000000000000YT329015
BI00B32P8    TAPAW-2112     20221012180D0204049              AVSSH 0.75F W/L          CCN000001000000001000FN00000000020221101000001000NNM   20220822103216    1W    00000100000000934000000000032P8    YIYTM   000000000000YT429041
BI00B32P8    TAPAW-2114     20221026180D0204049              AVSSH 0.75F W/L          CCN000001000000001000FN00000000020221101000001000NNM   20220822103216    1W    00000100000000934000000000032P8    YIYTM   000000000000YT22A086
BI00B32P8    TAPAW-2113     20221019180D0204070              AVSSH 0.75F Y            CCN000001000000001000FN00000000020221101000001000NNM   20220822103216    1W    00000100000000934000000000032P8    YIYTM   000000000000YT12A062
BI00B32P8    TAPAW-2114     20221026180D0204070              AVSSH 0.75F Y            CCN000001000000001000FN00000000020221101000001000NNM   20220822103216    1W    00000100000000934000000000032P8    YIYTM   000000000000YT22A087
BI00B32P8    TAPAW-2112     20221012180D0204130              AVSSH 1.25F B            CCN000004800000004800FN00000000020221101000004800NNM   20220822103216    1W    00000080000001458000000000032P8    YIYTM   000000000000YT429042
BI00B32P8    TAPAW-2113     20221019180D0204130              AVSSH 1.25F B            CCN000009600000009600FN00000000020221101000009600NNM   20220822103216    1W    00000080000001458000000000032P8    YIYTM   000000000000YT12A063
BI00B32P8    TAPAW-2114     20221026180D0204130              AVSSH 1.25F B            CCN000010400000010400FN00000000020221101000010400NNM   20220822103216    1W    00000080000001458000000000032P8    YIYTM   000000000000YT22A088
BI00B32P8    TAPAW-2113     20221019180D0204160              AVSSH 1.25F G            CCN000006400000006400FN00000000020221101000006400NNM   20220822103216    1W    00000080000001458000000000032P8    YIYTM   000000000000YT12A064
BI00B32P8    TAPAW-2114     20221026180D0204160              AVSSH 1.25F G            CCN000008800000008800FN00000000020221101000008800NNM   20220822103216    1W    00000080000001458000000000032P8    YIYTM   000000000000YT22A089
BI00B32P8    TAPAW-2113     20221019180D0204190              AVSSH 1.25F L            CCN000001600000001600FN00000000020221101000001600NNM   20220822103216    1W    00000080000001458000000000032P8    YIYTM   000000000000YT12A065
BI00B32P8    TAPAW-2114     20221026180D0204190              AVSSH 1.25F L            CCN000005600000005600FN00000000020221101000005600NNM   20220822103216    1W    00000080000001458000000000032P8    YIYTM   000000000000YT22A090
BI00B32P8    TAPAW-2111     20221005180D0204150              AVSSH 1.25F R            CCN000002400000002400FN00000000020221101000002400NNM   20220822103216    1W    00000080000001458000000000032P8    YIYTM   000000000000YT329016
BI00B32P8    TAPAW-2112     20221012180D0204150              AVSSH 1.25F R            CCN000002400000002400FN00000000020221101000002400NNM   20220822103216    1W    00000080000001458000000000032P8    YIYTM   000000000000YT429043
BI00B32P8    TAPAW-2113     20221019180D0204150              AVSSH 1.25F R            CCN000002400000002400FN00000000020221101000002400NNM   20220822103216    1W    00000080000001458000000000032P8    YIYTM   000000000000YT12A066
BI00B32P8    TAPAW-2114     20221026180D0204150              AVSSH 1.25F R            CCN000002400000002400FN00000000020221101000002400NNM   20220822103216    1W    00000080000001458000000000032P8    YIYTM   000000000000YT22A091
BI00B32P8    TAPAW-2111     20221005180D0204140              AVSSH 1.25F W            CCN000002400000002400FN00000000020221101000002400NNM   20220822103216    1W    00000080000001458000000000032P8    YIYTM   000000000000YT329017
BI00B32P8    TAPAW-2112     20221012180D0204140              AVSSH 1.25F W            CCN000010400000010400FN00000000020221101000010400NNM   20220822103216    1W    00000080000001458000000000032P8    YIYTM   000000000000YT429044
BI00B32P8    TAPAW-2113     20221019180D0204140              AVSSH 1.25F W            CCN000010400000010400FN00000000020221101000010400NNM   20220822103216    1W    00000080000001458000000000032P8    YIYTM   000000000000YT12A067
BI00B32P8    TAPAW-2114     20221026180D0204140              AVSSH 1.25F W            CCN000010400000010400FN00000000020221101000010400NNM   20220822103216    1W    00000080000001458000000000032P8    YIYTM   000000000000YT22A092
BI00B32P8    TAPAW-2113     20221019180D0204170              AVSSH 1.25F Y            CCN000002400000002400FN00000000020221101000002400NNM   20220822103216    1W    00000080000001458000000000032P8    YIYTM   000000000000YT12A068
BI00B32P8    TAPAW-2114     20221026180D0204170              AVSSH 1.25F Y            CCN000004000000004000FN00000000020221101000004000NNM   20220822103216    1W    00000080000001458000000000032P8    YIYTM   000000000000YT22A093
BI00B32P8    TAPAW-2112     202210121801W003980              IVSSH 0.5F BR            CCN000007200000007200FN00000000020221101000007200NNM   20220822103216    1W    00000180000000625000000000032P8    YIYTM   000000000000YT429119
BI00B32P8    TAPAW-2113     202210191801W003980              IVSSH 0.5F BR            CCN000010800000010800FN00000000020221101000010800NNM   20220822103216    1W    00000180000000625000000000032P8    YIYTM   000000000000YT12A166
BI00B32P8    TAPAW-2114     202210261801W003980              IVSSH 0.5F BR            CCN000010800000010800FN00000000020221101000010800NNM   20220822103216    1W    00000180000000625000000000032P8    YIYTM   000000000000YT22A217
BI00B32P8    TAPAW-2112     202210121801W003960              IVSSH 0.5F G             CCN000009000000009000FN00000000020221101000009000NNM   20220822103216    1W    00000180000000625000000000032P8    YIYTM   000000000000YT429120
BI00B32P8    TAPAW-2113     202210191801W003960              IVSSH 0.5F G             CCN000048600000048600FN00000000020221101000048600NNM   20220822103216    1W    00000180000000625000000000032P8    YIYTM   000000000000YT12A167
BI00B32P8    TAPAW-2114     202210261801W003960              IVSSH 0.5F G             CCN000050400000050400FN00000000020221101000050400NNM   20220822103216    1W    00000180000000625000000000032P8    YIYTM   000000000000YT22A218
BI00B32P8    TAPAW-2113     202210191801W003990              IVSSH 0.5F L             CCN000032400000032400FN00000000020221101000032400NNM   20220822103216    1W    00000180000000625000000000032P8    YIYTM   000000000000YT12A168
BI00B32P8    TAPAW-2114     202210261801W003990              IVSSH 0.5F L             CCN000032400000032400FN00000000020221101000032400NNM   20220822103216    1W    00000180000000625000000000032P8    YIYTM   000000000000YT22A219
BI00B32P8    TAPAW-2113     202210191801W003950              IVSSH 0.5F R             CCN000005400000005400FN00000000020221101000005400NNM   20220822103216    1W    00000180000000625000000000032P8    YIYTM   000000000000YT12A170
BI00B32P8    TAPAW-2114     202210261801W003950              IVSSH 0.5F R             CCN000009000000009000FN00000000020221101000009000NNM   20220822103216    1W    00000180000000625000000000032P8    YIYTM   000000000000YT22A221
BI00B32P8    TAPAW-2113     202210191801W003992              IVSSH 0.5F V             CCN000001800000001800FN00000000020221101000001800NNM   20220822103216    1W    00000180000000625000000000032P8    YIYTM   000000000000YT12A171
BI00B32P8    TAPAW-2114     202210261801W003992              IVSSH 0.5F V             CCN000005400000005400FN00000000020221101000005400NNM   20220822103216    1W    00000180000000625000000000032P8    YIYTM   000000000000YT22A222
BI00B32P8    TAPAW-2112     202210121801W004090              IVSSH 0.75F L            CCN000005200000005200FN00000000020221101000005200NNM   20220822103216    1W    00000130000000882000000000032P8    YIYTM   000000000000YT429122
BI00B32P8    TAPAW-2113     202210191801W004090              IVSSH 0.75F L            CCN000007800000007800FN00000000020221101000007800NNM   20220822103216    1W    00000130000000882000000000032P8    YIYTM   000000000000YT12A172
BI00B32P8    TAPAW-2114     202210261801W004090              IVSSH 0.75F L            CCN000006500000006500FN00000000020221101000006500NNM   20220822103216    1W    00000130000000882000000000032P8    YIYTM   000000000000YT22A224
BI00B32P8    TAPAW-2114     202210261801W004040              IVSSH 0.75F W            CCN000005200000005200FN00000000020221101000005200NNM   20220822103216    1W    00000130000000882000000000032P8    YIYTM   000000000000YT22A225
BI00B32P8    TAPAW-2111     202210051801W004043              IVSSH 0.75F W/B          CCN000003900000003900FN00000000020221101000003900NNM   20220822103216    1W    00000130000000882000000000032P8    YIYTM   000000000000YT329068
BI00B32P8    TAPAW-2112     202210121801W004043              IVSSH 0.75F W/B          CCN000002600000002600FN00000000020221101000002600NNM   20220822103216    1W    00000130000000882000000000032P8    YIYTM   000000000000YT429123
BI00B32P8    TAPAW-2113     202210191801W004043              IVSSH 0.75F W/B          CCN000002600000002600FN00000000020221101000002600NNM   20220822103216    1W    00000130000000882000000000032P8    YIYTM   000000000000YT12A173
BI00B32P8    TAPAW-2114     202210261801W004043              IVSSH 0.75F W/B          CCN000002600000002600FN00000000020221101000002600NNM   20220822103216    1W    00000130000000882000000000032P8    YIYTM   000000000000YT22A226
BI00B32P8    TAPAW-2111     2022100518000004580              AV 8 BR                  CCN000001100000001100FN00000000020221101000001100NNM   20220822103216    1W    00000010000010466200000000032P8    YIYTM   000000000000YT329018
BI00B32P8    TAPAW-2112     2022101218000004580              AV 8 BR                  CCN000000500000000500FN00000000020221101000000500NNM   20220822103216    1W    00000010000010466200000000032P8    YIYTM   000000000000YT429045
BI00B32P8    TAPAW-2113     2022101918000004580              AV 8 BR                  CCN000000500000000500FN00000000020221101000000500NNM   20220822103216    1W    00000010000010466200000000032P8    YIYTM   000000000000YT12A069
BI00B32P8    TAPAW-2114     2022102618000004580              AV 8 BR                  CCN000000500000000500FN00000000020221101000000500NNM   20220822103216    1W    00000010000010466200000000032P8    YIYTM   000000000000YT22A095
BI00B32P8    TAPAW-2112     2022101218000004590              AV 8 L                   CCN000000200000000200FN00000000020221101000000200NNM   20220822103216    1W    00000010000010466200000000032P8    YIYTM   000000000000YT429046
BI00B32P8    TAPAW-2113     2022101918000004590              AV 8 L                   CCN000013900000013900FN00000000020221101000013900NNM   20220822103216    1W    00000010000010466200000000032P8    YIYTM   000000000000YT12A071
BI00B32P8    TAPAW-2114     2022102618000004590              AV 8 L                   CCN000013900000013900FN00000000020221101000013900NNM   20220822103216    1W    00000010000010466200000000032P8    YIYTM   000000000000YT22A097
BI00B32P8    TAPAW-2111     2022100518000004553              AV 8 R/B                 CCN000000100000000100FN00000000020221101000000100NNM   20220822103216    1W    00000010000010466200000000032P8    YIYTM   000000000000YT329020
BI00B32P8    TAPAW-2112     2022101218000004553              AV 8 R/B                 CCN000000200000000200FN00000000020221101000000200NNM   20220822103216    1W    00000010000010466200000000032P8    YIYTM   000000000000YT429048
BI00B32P8    TAPAW-2113     2022101918000004553              AV 8 R/B                 CCN000000100000000100FN00000000020221101000000100NNM   20220822103216    1W    00000010000010466200000000032P8    YIYTM   000000000000YT12A073
BI00B32P8    TAPAW-2114     2022102618000004553              AV 8 R/B                 CCN000000100000000100FN00000000020221101000000100NNM   20220822103216    1W    00000010000010466200000000032P8    YIYTM   000000000000YT22A099
BI00B32P8    TAPAW-2111     2022100518000004554              AV 8 R/W                 CCN000000200000000200FN00000000020221101000000200NNM   20220822103216    1W    00000010000010466200000000032P8    YIYTM   000000000000YT329021
BI00B32P8    TAPAW-2112     2022101218000004554              AV 8 R/W                 CCN000000100000000100FN00000000020221101000000100NNM   20220822103216    1W    00000010000010466200000000032P8    YIYTM   000000000000YT429049
BI00B32P8    TAPAW-2113     2022101918000004554              AV 8 R/W                 CCN000000100000000100FN00000000020221101000000100NNM   20220822103216    1W    00000010000010466200000000032P8    YIYTM   000000000000YT12A074
BI00B32P8    TAPAW-2114     2022102618000004554              AV 8 R/W                 CCN000000100000000100FN00000000020221101000000100NNM   20220822103216    1W    00000010000010466200000000032P8    YIYTM   000000000000YT22A100
BI00B32P8    TAPAW-2111     2022100518000004570              AV 8 Y                   CCN000003900000003900FN00000000020221101000003900NNM   20220822103216    1W    00000010000010466200000000032P8    YIYTM   000000000000YT329023
BI00B32P8    TAPAW-2112     2022101218000004570              AV 8 Y                   CCN000008600000008600FN00000000020221101000008600NNM   20220822103216    1W    00000010000010466200000000032P8    YIYTM   000000000000YT429051
BI00B32P8    TAPAW-2113     2022101918000004570              AV 8 Y                   CCN000008600000008600FN00000000020221101000008600NNM   20220822103216    1W    00000010000010466200000000032P8    YIYTM   000000000000YT12A076
BI00B32P8    TAPAW-2114     2022102618000004570              AV 8 Y                   CCN000008600000008600FN00000000020221101000008600NNM   20220822103216    1W    00000010000010466200000000032P8    YIYTM   000000000000YT22A102
BI00B32P8    TAPAW-2114     20221026180077039F7              AVSS 0.5F V/Y            CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT22A149
BI00B32P8    TAPAW-2112     20221012180077040F0              AVSS 0.75F GY/B          CCN000002000000002000FN00000000020221101000002000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT429097
BI00B32P8    TAPAW-2113     20221019180077040F0              AVSS 0.75F GY/B          CCN000002000000002000FN00000000020221101000002000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT12A133
BI00B32P8    TAPAW-2114     20221026180077040F0              AVSS 0.75F GY/B          CCN000001000000001000FN00000000020221101000001000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT22A170
BI00B32P8    TAPAW-2113     2022101918007704010              AVSS 0.75F GY/R          CCN000004000000004000FN00000000020221101000004000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT12A135
BI00B32P8    TAPAW-2114     2022102618007704010              AVSS 0.75F GY/R          CCN000007000000007000FN00000000020221101000007000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT22A172
BI00B32P8    TAPAW-2114     20221026180077040G9              AVSS 0.75F V/G           CCN000005000000005000FN00000000020221101000005000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT22A183
BI00B32P8    TAPAW-2114     20221026180077040F7              AVSS 0.75F V/Y           CCN000001000000001000FN00000000020221101000001000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT22A184
BI00B32P8    TAPAW-2113     2022101918007704076              AVSS 0.75F Y/G           CCN000002000000002000FN00000000020221101000002000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT12A146
BI00B32P8    TAPAW-2114     2022102618007704076              AVSS 0.75F Y/G           CCN000005000000005000FN00000000020221101000005000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT22A190
BI00B32P8    TAPAW-2111     2022100518007704169              AVSS 1.25F G/L           CCN000000800000000800FN00000000020221101000000800NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT329063
BI00B32P8    TAPAW-2114     2022102618007704156              AVSS 1.25F R/G           CCN000001600000001600FN00000000020221101000001600NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT22A204
BI00B32P8    TAPAW-2111     2022100518007704174              AVSS 1.25F Y/W           CCN000002400000002400FN00000000020221101000002400NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT329066
BI00B32P8    TAPAW-2112     2022101218007704174              AVSS 1.25F Y/W           CCN000001600000001600FN00000000020221101000001600NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT429115
BI00B32P8    TAPAW-2113     2022101918007704174              AVSS 1.25F Y/W           CCN000001600000001600FN00000000020221101000001600NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT12A164
BI00B32P8    TAPAW-2114     2022102618007704174              AVSS 1.25F Y/W           CCN000001600000001600FN00000000020221101000001600NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT22A213
BI00B32P8    TAPAW-2113     20221019180D0203909              AVSSH 0.5F LG/R          CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000689000000000032P8    YIYTM   000000000000YT12A047
BI00B32P8    TAPAW-2114     20221026180D0204093              AVSSH 0.75F L/B          CCN000001000000001000FN00000000020221101000001000NNM   20220822103216    1W    00000100000000933600000000032P8    YIYTM   000000000000YT22A082
BI00B32P8    TAPAW-2113     20221019180D0204092              AVSSH 0.75F V            CCN000001000000001000FN00000000020221101000001000NNM   20220822103216    1W    00000100000000934000000000032P8    YIYTM   000000000000YT12A060
BI00B32P8    TAPAW-2114     20221026180D0204092              AVSSH 0.75F V            CCN000001000000001000FN00000000020221101000001000NNM   20220822103216    1W    00000100000000934000000000032P8    YIYTM   000000000000YT22A085
BI00B32P8    TAPAW-2112     202210121801W006930              IVSSH 0.35F B            CCN000075000000075000FN00000000020221101000075000NNM   20220822103216    1W    00000250000000452000000000032P8    YIYTM   000000000000YT429129
BI00B32P8    TAPAW-2113     202210191801W006930              IVSSH 0.35F B            CCN000097500000097500FN00000000020221101000097500NNM   20220822103216    1W    00000250000000452000000000032P8    YIYTM   000000000000YT12A179
BI00B32P8    TAPAW-2114     202210261801W006930              IVSSH 0.35F B            CCN000097500000097500FN00000000020221101000097500NNM   20220822103216    1W    00000250000000452000000000032P8    YIYTM   000000000000YT22A232
BI00B32P8    TAPAW-2113     202210191801W00695U              IVSSH 0.35F BE           CCN000010000000010000FN00000000020221101000010000NNM   20220822103216    1W    00000250000000452000000000032P8    YIYTM   000000000000YT12A180
BI00B32P8    TAPAW-2114     202210261801W00695U              IVSSH 0.35F BE           CCN000010000000010000FN00000000020221101000010000NNM   20220822103216    1W    00000250000000452000000000032P8    YIYTM   000000000000YT22A233
BI00B32P8    TAPAW-2113     202210191801W006980              IVSSH 0.35F BR           CCN000010000000010000FN00000000020221101000010000NNM   20220822103216    1W    00000250000000452000000000032P8    YIYTM   000000000000YT12A181
BI00B32P8    TAPAW-2114     202210261801W006980              IVSSH 0.35F BR           CCN000010000000010000FN00000000020221101000010000NNM   20220822103216    1W    00000250000000452000000000032P8    YIYTM   000000000000YT22A234
BI00B32P8    TAPAW-2113     202210191801W006960              IVSSH 0.35F G            CCN000010000000010000FN00000000020221101000010000NNM   20220822103216    1W    00000250000000452000000000032P8    YIYTM   000000000000YT12A182
BI00B32P8    TAPAW-2114     202210261801W006960              IVSSH 0.35F G            CCN000075000000075000FN00000000020221101000075000NNM   20220822103216    1W    00000250000000452000000000032P8    YIYTM   000000000000YT22A235
BI00B32P8    TAPAW-2113     202210191801W006941              IVSSH 0.35F GY           CCN000012500000012500FN00000000020221101000012500NNM   20220822103216    1W    00000250000000452000000000032P8    YIYTM   000000000000YT12A183
BI00B32P8    TAPAW-2114     202210261801W006941              IVSSH 0.35F GY           CCN000012500000012500FN00000000020221101000012500NNM   20220822103216    1W    00000250000000452000000000032P8    YIYTM   000000000000YT22A236
BI00B32P8    TAPAW-2112     202210121801W006990              IVSSH 0.35F L            CCN000012500000012500FN00000000020221101000012500NNM   20220822103216    1W    00000250000000452000000000032P8    YIYTM   000000000000YT429130
BI00B32P8    TAPAW-2113     202210191801W006990              IVSSH 0.35F L            CCN000075000000075000FN00000000020221101000075000NNM   20220822103216    1W    00000250000000452000000000032P8    YIYTM   000000000000YT12A184
BI00B32P8    TAPAW-2114     202210261801W006990              IVSSH 0.35F L            CCN000075000000075000FN00000000020221101000075000NNM   20220822103216    1W    00000250000000452000000000032P8    YIYTM   000000000000YT22A237
BI00B32P8    TAPAW-2112     202210121801W006961              IVSSH 0.35F LG           CCN000005000000005000FN00000000020221101000005000NNM   20220822103216    1W    00000250000000452000000000032P8    YIYTM   000000000000YT429131
BI00B32P8    TAPAW-2113     202210191801W006961              IVSSH 0.35F LG           CCN000015000000015000FN00000000020221101000015000NNM   20220822103216    1W    00000250000000452000000000032P8    YIYTM   000000000000YT12A185
BI00B32P8    TAPAW-2114     202210261801W006961              IVSSH 0.35F LG           CCN000012500000012500FN00000000020221101000012500NNM   20220822103216    1W    00000250000000452000000000032P8    YIYTM   000000000000YT22A238
BI00B32P8    TAPAW-2112     202210121801W006952              IVSSH 0.35F P            CCN000007500000007500FN00000000020221101000007500NNM   20220822103216    1W    00000250000000452000000000032P8    YIYTM   000000000000YT429132
BI00B32P8    TAPAW-2113     202210191801W006952              IVSSH 0.35F P            CCN000022500000022500FN00000000020221101000022500NNM   20220822103216    1W    00000250000000452000000000032P8    YIYTM   000000000000YT12A186
BI00B32P8    TAPAW-2114     202210261801W006952              IVSSH 0.35F P            CCN000022500000022500FN00000000020221101000022500NNM   20220822103216    1W    00000250000000452000000000032P8    YIYTM   000000000000YT22A239
BI00B32P8    TAPAW-2112     202210121801W006950              IVSSH 0.35F R            CCN000047500000047500FN00000000020221101000047500NNM   20220822103216    1W    00000250000000452000000000032P8    YIYTM   000000000000YT429133
BI00B32P8    TAPAW-2113     202210191801W006950              IVSSH 0.35F R            CCN000075000000075000FN00000000020221101000075000NNM   20220822103216    1W    00000250000000452000000000032P8    YIYTM   000000000000YT12A187
BI00B32P8    TAPAW-2114     202210261801W006950              IVSSH 0.35F R            CCN000077500000077500FN00000000020221101000077500NNM   20220822103216    1W    00000250000000452000000000032P8    YIYTM   000000000000YT22A240
BI00B32P8    TAPAW-2112     202210121801W006991              IVSSH 0.35F SB           CCN000002500000002500FN00000000020221101000002500NNM   20220822103216    1W    00000250000000452000000000032P8    YIYTM   000000000000YT429134
BI00B32P8    TAPAW-2113     202210191801W006991              IVSSH 0.35F SB           CCN000007500000007500FN00000000020221101000007500NNM   20220822103216    1W    00000250000000452000000000032P8    YIYTM   000000000000YT12A188
BI00B32P8    TAPAW-2114     202210261801W006991              IVSSH 0.35F SB           CCN000010000000010000FN00000000020221101000010000NNM   20220822103216    1W    00000250000000452000000000032P8    YIYTM   000000000000YT22A241
BI00B32P8    TAPAW-2112     202210121801W006992              IVSSH 0.35F V            CCN000020000000020000FN00000000020221101000020000NNM   20220822103216    1W    00000250000000452000000000032P8    YIYTM   000000000000YT429135
BI00B32P8    TAPAW-2113     202210191801W006992              IVSSH 0.35F V            CCN000042500000042500FN00000000020221101000042500NNM   20220822103216    1W    00000250000000452000000000032P8    YIYTM   000000000000YT12A189
BI00B32P8    TAPAW-2114     202210261801W006992              IVSSH 0.35F V            CCN000045000000045000FN00000000020221101000045000NNM   20220822103216    1W    00000250000000452000000000032P8    YIYTM   000000000000YT22A242
BI00B32P8    TAPAW-2114     202210261801W006940              IVSSH 0.35F W            CCN000012500000012500FN00000000020221101000012500NNM   20220822103216    1W    00000250000000452000000000032P8    YIYTM   000000000000YT22A243
BI00B32P8    TAPAW-2113     202210191801W006943              IVSSH 0.35F W/B          CCN000020000000020000FN00000000020221101000020000NNM   20220822103216    1W    00000250000000452000000000032P8    YIYTM   000000000000YT12A190
BI00B32P8    TAPAW-2114     202210261801W006943              IVSSH 0.35F W/B          CCN000022500000022500FN00000000020221101000022500NNM   20220822103216    1W    00000250000000452000000000032P8    YIYTM   000000000000YT22A244
BI00B32P8    TAPAW-2111     202210051801W006970              IVSSH 0.35F Y            CCN000012500000012500FN00000000020221101000012500NNM   20220822103216    1W    00000250000000452000000000032P8    YIYTM   000000000000YT329073
BI00B32P8    TAPAW-2112     202210121801W006970              IVSSH 0.35F Y            CCN000080000000080000FN00000000020221101000080000NNM   20220822103216    1W    00000250000000452000000000032P8    YIYTM   000000000000YT429136
BI00B32P8    TAPAW-2113     202210191801W006970              IVSSH 0.35F Y            CCN000077500000077500FN00000000020221101000077500NNM   20220822103216    1W    00000250000000452000000000032P8    YIYTM   000000000000YT12A191
BI00B32P8    TAPAW-2114     202210261801W006970              IVSSH 0.35F Y            CCN000077500000077500FN00000000020221101000077500NNM   20220822103216    1W    00000250000000452000000000032P8    YIYTM   000000000000YT22A245
BI00B32P8    TAPAW-2112     202210121801W003930              IVSSH 0.5F B             CCN000025200000025200FN00000000020221101000025200NNM   20220822103216    1W    00000180000000625000000000032P8    YIYTM   000000000000YT429118
BI00B32P8    TAPAW-2113     202210191801W003930              IVSSH 0.5F B             CCN000054000000054000FN00000000020221101000054000NNM   20220822103216    1W    00000180000000625000000000032P8    YIYTM   000000000000YT12A165
BI00B32P8    TAPAW-2114     202210261801W003930              IVSSH 0.5F B             CCN000055800000055800FN00000000020221101000055800NNM   20220822103216    1W    00000180000000625000000000032P8    YIYTM   000000000000YT22A216
BI00B32P8    TAPAW-2111     202210051801W003952              IVSSH 0.5F P             CCN000003600000003600FN00000000020221101000003600NNM   20220822103216    1W    00000180000000625000000000032P8    YIYTM   000000000000YT329067
BI00B32P8    TAPAW-2112     202210121801W003952              IVSSH 0.5F P             CCN000014400000014400FN00000000020221101000014400NNM   20220822103216    1W    00000180000000625000000000032P8    YIYTM   000000000000YT429121
BI00B32P8    TAPAW-2113     202210191801W003952              IVSSH 0.5F P             CCN000014400000014400FN00000000020221101000014400NNM   20220822103216    1W    00000180000000625000000000032P8    YIYTM   000000000000YT12A169
BI00B32P8    TAPAW-2114     202210261801W003952              IVSSH 0.5F P             CCN000014400000014400FN00000000020221101000014400NNM   20220822103216    1W    00000180000000625000000000032P8    YIYTM   000000000000YT22A220
BI00B32P8    TAPAW-2114     202210261801W004030              IVSSH 0.75F B            CCN000003900000003900FN00000000020221101000003900NNM   20220822103216    1W    00000130000000882000000000032P8    YIYTM   000000000000YT22A223
BI00B32P8    TAPAW-2112     202210121801W004070              IVSSH 0.75F Y            CCN000005200000005200FN00000000020221101000005200NNM   20220822103216    1W    00000130000000882000000000032P8    YIYTM   000000000000YT429124
BI00B32P8    TAPAW-2113     202210191801W004070              IVSSH 0.75F Y            CCN000007800000007800FN00000000020221101000007800NNM   20220822103216    1W    00000130000000882000000000032P8    YIYTM   000000000000YT12A174
BI00B32P8    TAPAW-2114     202210261801W004070              IVSSH 0.75F Y            CCN000009100000009100FN00000000020221101000009100NNM   20220822103216    1W    00000130000000882000000000032P8    YIYTM   000000000000YT22A227
BI00B32P8    TAPAW-2111     202210051801W004230              IVSSH 2F B               CCN000025300000025300FN00000000020221101000025300NNM   20220822103216    1W    00000055000002091100000000032P8    YIYTM   000000000000YT329069
